task,icl_index,token_role,layer,n_rows,cell_rank90,stable_rank,rank90,participation_ratio,n_pca50,mean_pairwise_cos
capitalize_first_letter,7,first_label_token,10,170,246,23.364894914574244,71,56.428986892138354,20,0.4233016073703766
commonsense_qa,7,first_label_token,11,170,249,5.85709601195459,50,17.454626755571187,7,0.711003303527832
national_parks,7,first_label_token,11,170,249,10.761680384175827,55,30.12901085880671,11,0.4729379117488861
capitalize,7,first_label_token,11,170,249,22.025514642433595,72,56.49900748989145,21,0.5498035550117493
capitalize_first_letter,7,first_label_token,11,170,249,23.308700048982185,71,56.711920081783674,20,0.41453710198402405
commonsense_qa,7,first_label_token,12,170,247,5.720125165395911,50,16.888961766732454,7,0.691265881061554
national_parks,7,first_label_token,12,170,247,10.779175329736395,55,29.892473357154287,11,0.46250951290130615
capitalize,7,first_label_token,12,170,247,21.887071170621606,72,56.35839560518889,21,0.546561598777771
capitalize_first_letter,7,first_label_token,12,170,247,23.581769913449488,71,56.707174495037165,20,0.41563844680786133
commonsense_qa,7,first_label_token,13,170,250,5.82636893376851,50,17.113315241604212,7,0.6648820042610168
national_parks,7,first_label_token,13,170,250,11.366817193648782,55,31.193789608908556,11,0.4126199781894684
capitalize,7,first_label_token,13,170,250,22.006894376522787,73,56.6708334045773,21,0.5379443168640137
capitalize_first_letter,7,first_label_token,13,170,250,23.648848170164136,72,57.04716683506179,20,0.4036610424518585
commonsense_qa,7,first_label_token,14,170,252,5.70378731469881,50,16.809051125247624,7,0.6576551795005798
national_parks,7,first_label_token,14,170,252,11.079065976598267,55,30.772981389732305,11,0.3972891867160797
capitalize,7,first_label_token,14,170,252,22.568794320236794,73,57.20876289181622,21,0.541513204574585
capitalize_first_letter,7,first_label_token,14,170,252,24.015007126144546,72,57.67084107470521,20,0.3916945159435272
commonsense_qa,7,first_label_token,15,170,252,5.6575993771503335,50,16.729923342719974,7,0.643335223197937
national_parks,7,first_label_token,15,170,252,10.967670814295488,55,30.571238447725396,11,0.3994910418987274
capitalize,7,first_label_token,15,170,252,22.0440977299864,73,57.12250307322427,21,0.5352955460548401
capitalize_first_letter,7,first_label_token,15,170,252,24.009245523741022,72,57.52340754853347,20,0.3874885141849518
commonsense_qa,7,first_label_token,16,170,252,5.647424530484613,50,16.791237247206496,7,0.6525701880455017
national_parks,7,first_label_token,16,170,252,11.0139618804287,55,30.548081669473408,11,0.41247478127479553
capitalize,7,first_label_token,16,170,252,22.04798690306854,73,57.16072133504464,21,0.5388068556785583
capitalize_first_letter,7,first_label_token,16,170,252,24.18481306023475,72,57.611234500520986,20,0.3851674199104309
commonsense_qa,7,first_label_token,17,170,252,5.472482452714374,50,16.31413998191255,7,0.6509024500846863
national_parks,7,first_label_token,17,170,252,11.004623156433174,55,30.654604340304296,11,0.410845011472702
capitalize,7,first_label_token,17,170,252,22.10185416701015,74,57.47397388744876,21,0.5467742085456848
capitalize_first_letter,7,first_label_token,17,170,252,24.457322138853087,73,58.38286082884397,21,0.38905543088912964
commonsense_qa,7,first_label_token,18,170,253,5.396889491419273,50,16.093625144512078,7,0.637766420841217
national_parks,7,first_label_token,18,170,253,11.159367237527547,55,30.99929403147618,11,0.3977872431278229
capitalize,7,first_label_token,18,170,253,22.635374923791076,74,57.904775463927045,21,0.5435834527015686
capitalize_first_letter,7,first_label_token,18,170,253,24.503937914002986,73,58.62410289030984,21,0.38841360807418823
commonsense_qa,7,first_label_token,19,170,253,5.28620119141188,50,15.63322762340536,7,0.6521851420402527
national_parks,7,first_label_token,19,170,253,10.91012119637698,56,30.516340141894702,11,0.4328222870826721
capitalize,7,first_label_token,19,170,253,23.051335550555297,74,58.44201355312898,22,0.5563297867774963
capitalize_first_letter,7,first_label_token,19,170,253,24.24837474623417,73,59.15212287193398,21,0.40882009267807007
commonsense_qa,7,first_label_token,20,170,255,5.268495949320599,50,15.77642371761215,7,0.6623457670211792
national_parks,7,first_label_token,20,170,255,11.31144015031802,56,31.240300951912243,11,0.4199904203414917
capitalize,7,first_label_token,20,170,255,23.21500827232303,75,58.82265329744657,22,0.5678004026412964
capitalize_first_letter,7,first_label_token,20,170,255,24.400732463591396,74,59.40610626555092,21,0.42015138268470764
commonsense_qa,7,first_label_token,21,170,258,5.320204903070822,50,15.935889377473703,7,0.6731037497520447
national_parks,7,first_label_token,21,170,258,11.679879126046513,56,31.85906967472,11,0.4246385395526886
capitalize,7,first_label_token,21,170,258,23.15845263403072,75,59.13809827749184,22,0.576184868812561
capitalize_first_letter,7,first_label_token,21,170,258,23.851102313897343,74,59.37071320145175,21,0.4270869195461273
commonsense_qa,7,first_label_token,22,170,258,5.1675818967258556,50,15.493044641948927,7,0.6885631084442139
national_parks,7,first_label_token,22,170,258,11.788224656224589,56,32.09144840318295,12,0.429550439119339
capitalize,7,first_label_token,22,170,258,23.289771051840408,75,59.11722804448087,22,0.57791668176651
capitalize_first_letter,7,first_label_token,22,170,258,23.956459740308425,74,59.67091594682692,21,0.4337405264377594
commonsense_qa,7,first_label_token,23,170,259,5.094009687845443,50,15.409801239865146,7,0.6989870667457581
national_parks,7,first_label_token,23,170,259,11.629632744296918,56,32.05424990361594,12,0.43582722544670105
capitalize,7,first_label_token,23,170,259,23.374705351917996,75,59.162568725439705,22,0.5702881813049316
capitalize_first_letter,7,first_label_token,23,170,259,23.989023239993085,75,59.87702316618235,21,0.4394858181476593
commonsense_qa,7,first_label_token,24,170,259,5.049724823642984,50,15.276784051326173,7,0.7136795520782471
national_parks,7,first_label_token,24,170,259,11.722115567654704,56,31.99707019841492,12,0.4534072279930115
capitalize,7,first_label_token,24,170,259,23.698896626214662,75,59.31674479477537,22,0.5758827924728394
capitalize_first_letter,7,first_label_token,24,170,259,24.365322554513636,75,59.995756809363634,21,0.4538742005825043
commonsense_qa,7,first_label_token,25,170,261,5.0685882597766785,50,15.364216954399945,7,0.7374894618988037
national_parks,7,first_label_token,25,170,261,11.721389336250747,56,31.88532709065577,12,0.46961015462875366
capitalize,7,first_label_token,25,170,261,24.12745177905516,76,59.802348135216704,22,0.5909937620162964
capitalize_first_letter,7,first_label_token,25,170,261,24.695929851252888,75,60.6062063693507,22,0.4765344560146332
commonsense_qa,7,first_label_token,26,170,262,5.084507582497148,50,15.472350194825783,7,0.7751922607421875
national_parks,7,first_label_token,26,170,262,11.896911751331219,56,32.040115361288876,12,0.5300557017326355
capitalize,7,first_label_token,26,170,262,23.74584393252768,76,59.80238145574386,22,0.6022827625274658
capitalize_first_letter,7,first_label_token,26,170,262,25.07009406381647,75,60.77034681032192,22,0.49848002195358276
commonsense_qa,7,first_label_token,27,170,262,4.990522946806205,50,15.060682033893467,7,0.8252681493759155
national_parks,7,first_label_token,27,170,262,11.70545429464142,56,31.75243128019283,11,0.6131951212882996
capitalize,7,first_label_token,27,170,262,23.991282558114964,76,59.60154075447465,22,0.6309062838554382
capitalize_first_letter,7,first_label_token,27,170,262,25.594001062041983,75,60.97412720595131,22,0.5630449056625366
commonsense_qa,7,first_label_token,28,170,260,5.077663618510771,49,15.38423711394882,7,0.8165568709373474
national_parks,7,first_label_token,28,170,260,11.764458831155173,55,31.323663605120274,11,0.6344202160835266
capitalize,7,first_label_token,28,170,260,21.459061739479658,75,57.73279735728761,21,0.6769758462905884
capitalize_first_letter,7,first_label_token,28,170,260,20.51203593390083,75,57.985187522072486,21,0.6937479376792908
commonsense_qa,7,last_label_token,0,170,34,3.938453976789532,13,8.564000237433445,4,0.983428955078125
national_parks,7,last_label_token,0,170,34,5.165376827773276,15,11.336956830424889,4,0.965085506439209
capitalize,7,last_label_token,0,170,34,6.82732620985231,13,12.743648585017002,6,0.7049363255500793
capitalize_first_letter,7,last_label_token,0,170,34,8.523091669740944,13,13.276818061748369,6,0.7214977145195007
commonsense_qa,7,last_label_token,1,170,37,4.694219961019394,14,9.57203749613211,4,0.9662734866142273
national_parks,7,last_label_token,1,170,37,5.499221138262322,16,12.209355752444218,5,0.94574373960495
capitalize,7,last_label_token,1,170,37,7.6862868187673525,15,14.536192700581218,6,0.5686976313591003
capitalize_first_letter,7,last_label_token,1,170,37,9.854813605295211,15,15.224733739125254,6,0.5719162225723267
commonsense_qa,7,last_label_token,2,170,47,4.5483619410426686,17,9.95178711755226,4,0.9395466446876526
national_parks,7,last_label_token,2,170,47,5.413613488060209,20,12.712005673985413,5,0.8856037259101868
capitalize,7,last_label_token,2,170,47,9.968317499755056,20,19.63592535343923,8,0.5276271104812622
capitalize_first_letter,7,last_label_token,2,170,47,11.807136410942938,20,20.075693754843794,8,0.5704814791679382
commonsense_qa,7,last_label_token,3,170,53,4.842034839454843,19,11.062374510577275,4,0.8829864263534546
national_parks,7,last_label_token,3,170,53,6.368599559210704,22,13.49949617939291,5,0.8199374675750732
capitalize,7,last_label_token,3,170,53,11.030840984348918,23,22.163324869170108,9,0.4890892505645752
capitalize_first_letter,7,last_label_token,3,170,53,12.675130157811815,23,22.769743555823528,9,0.42612266540527344
commonsense_qa,7,last_label_token,4,170,63,5.234557485743186,22,12.569733105613505,5,0.8624979853630066
national_parks,7,last_label_token,4,170,63,6.237553787385081,26,15.003733849946673,6,0.7814885377883911
capitalize,7,last_label_token,4,170,63,11.681775353753258,28,25.31967813546255,10,0.5406829118728638
capitalize_first_letter,7,last_label_token,4,170,63,14.839662117346288,28,26.61134507867688,10,0.42712244391441345
commonsense_qa,7,last_label_token,5,170,223,4.209430612122023,46,12.243974036019262,6,0.7685255408287048
national_parks,7,last_label_token,5,170,223,9.658330922814311,51,27.560898035047078,10,0.6147069931030273
capitalize,7,last_label_token,5,170,223,21.094023499605278,70,54.821075275847434,20,0.6109300255775452
capitalize_first_letter,7,last_label_token,5,170,223,22.915500736501357,69,54.8590615827761,20,0.5176972150802612
commonsense_qa,7,last_label_token,6,170,235,4.379067613587791,48,13.022343176045243,6,0.6885742545127869
national_parks,7,last_label_token,6,170,235,9.915563185057458,53,28.62480407803593,11,0.5367740392684937
capitalize,7,last_label_token,6,170,235,20.389615063056244,72,55.6493974150035,21,0.5829296112060547
capitalize_first_letter,7,last_label_token,6,170,235,22.191392060396357,70,55.69565942866628,20,0.481790691614151
commonsense_qa,7,last_label_token,7,170,251,4.595767940004108,49,13.702357172934073,6,0.703497052192688
national_parks,7,last_label_token,7,170,251,10.47688404823484,55,29.941441301527753,11,0.5401149988174438
capitalize,7,last_label_token,7,170,251,20.583478317187186,74,57.332411602670106,21,0.595267117023468
capitalize_first_letter,7,last_label_token,7,170,251,22.921952369449254,73,57.75977462637527,21,0.48885005712509155
commonsense_qa,7,last_label_token,8,170,260,4.961882072927838,51,15.006592460227104,7,0.6542970538139343
national_parks,7,last_label_token,8,170,260,10.790798018638954,56,30.945617161711805,11,0.48935261368751526
capitalize,7,last_label_token,8,170,260,21.946544921961436,75,58.340176486024085,22,0.5949825048446655
capitalize_first_letter,7,last_label_token,8,170,260,23.665548294881123,74,58.62033230738174,21,0.45593148469924927
commonsense_qa,7,last_label_token,9,170,270,5.420565747723162,52,16.6831835047354,7,0.673679530620575
national_parks,7,last_label_token,9,170,270,11.279667485037447,58,32.065635540545834,12,0.49233946204185486
capitalize,7,last_label_token,9,170,270,21.86632501690211,76,59.149283810023995,22,0.5775086283683777
capitalize_first_letter,7,last_label_token,9,170,270,24.134993504544045,75,59.46675460805518,21,0.4287482798099518
commonsense_qa,7,last_label_token,10,170,273,5.987126841262174,53,18.15760343812421,7,0.6978206038475037
national_parks,7,last_label_token,10,170,273,11.308901043249048,58,32.3529730914098,12,0.5066506862640381
capitalize,7,last_label_token,10,170,273,21.93244595187661,76,58.774589037541126,22,0.5672334432601929
capitalize_first_letter,7,last_label_token,10,170,273,24.532405465053746,75,59.36126380554587,21,0.4197711944580078
commonsense_qa,7,last_label_token,11,170,275,6.1344183649154,53,18.615922553548977,7,0.6965435743331909
national_parks,7,last_label_token,11,170,275,11.59226043165667,58,32.67652616436271,12,0.48856455087661743
capitalize,7,last_label_token,11,170,275,21.586248500005784,76,58.91602172572214,22,0.5590240955352783
capitalize_first_letter,7,last_label_token,11,170,275,24.403528095267127,75,59.42532804892188,21,0.40420982241630554
commonsense_qa,7,last_label_token,12,170,276,6.112633473044334,53,18.42779356160894,7,0.6779642701148987
national_parks,7,last_label_token,12,170,276,11.643152510251992,59,32.930210303919495,12,0.49407267570495605
capitalize,7,last_label_token,12,170,276,22.010026609077915,76,59.17559829710047,22,0.5480650663375854
capitalize_first_letter,7,last_label_token,12,170,276,24.93348657723476,75,60.08047783743949,21,0.4107624888420105
commonsense_qa,7,last_label_token,13,170,277,6.205060653907726,53,18.67515743702857,7,0.657116174697876
national_parks,7,last_label_token,13,170,277,11.866890098127822,59,33.621796682257596,12,0.44420138001441956
capitalize,7,last_label_token,13,170,277,21.93920469732744,76,58.74126403770539,22,0.5401491522789001
capitalize_first_letter,7,last_label_token,13,170,277,24.544903705056697,75,59.79201025384799,21,0.3990384042263031
commonsense_qa,7,last_label_token,14,170,275,6.059672591225166,53,18.409938620514378,7,0.6602035164833069
national_parks,7,last_label_token,14,170,275,11.564151611793998,58,33.163136962331684,12,0.43903374671936035
capitalize,7,last_label_token,14,170,275,21.803670516957094,76,58.45815210776551,22,0.5484199523925781
capitalize_first_letter,7,last_label_token,14,170,275,24.432982868686054,75,59.672991455181474,21,0.3975312113761902
commonsense_qa,7,last_label_token,15,170,274,5.98219599657005,53,18.193001404996725,7,0.6470820307731628
national_parks,7,last_label_token,15,170,274,11.456870493171143,58,32.96209550705701,12,0.44556406140327454
capitalize,7,last_label_token,15,170,274,21.31960679298863,76,58.435156209353714,22,0.5385318398475647
capitalize_first_letter,7,last_label_token,15,170,274,23.776336315112157,75,59.2752764941605,21,0.3931983709335327
commonsense_qa,7,last_label_token,16,170,273,5.937544895284724,53,18.01826240663446,7,0.6593853235244751
national_parks,7,last_label_token,16,170,273,11.419569723581995,58,32.700493282164366,12,0.46101027727127075
capitalize,7,last_label_token,16,170,273,21.8002650057442,76,58.50356205811377,22,0.538745105266571
capitalize_first_letter,7,last_label_token,16,170,273,23.992198524055826,75,59.33242311319049,21,0.39442169666290283
